index,arxiv,freelaw,nih_exporter,pubmed_central,wikipedia_en,dm_mathematics,github,philpapers,stackexchange,enron_emails,gutenberg_pg_19,pile_cc,ubuntu_irc,europarl,hackernews,pubmed_abstracts,uspto_backgrounds,loss_arxiv,loss_freelaw,loss_pubmed_central,loss_wikipedia_en,loss_dm_mathematics,loss_github,loss_stackexchange,loss_gutenberg_pg_19,loss_pile_cc,loss_ubuntu_irc,loss_hackernews,loss_pubmed_abstracts,loss_uspto_backgrounds,raw_sum,L_avg
43,0.3266733266733267,0.0,0.032967032967032975,0.0,0.14485514485514486,0.08291708291708293,0.006993006993006994,0.0,0.13086913086913088,0.0019980019980019984,0.19980019980019983,0.034965034965034975,0.0,0.018981018981018984,0.003996003996003997,0.0,0.014985014985014986,1.1858,1.7636,1.717,1.5869,0.5945,1.5008,1.4017,1.4684,1.7058,2.1918,1.571,1.7301,1.5572,1.001,1.5365076923076926
44,0.002999999999999999,0.18999999999999995,0.0,0.5059999999999999,0.0,0.05099999999999998,0.05699999999999999,0.0019999999999999996,0.13999999999999999,0.0,0.004999999999999999,0.003999999999999999,0.0,0.041999999999999996,0.0,0.0,0.0,1.3804,1.2363,1.1412,1.7602,0.569,1.2788,1.2995,1.5552,1.6614,2.032,1.5758,1.4515,1.542,1.0000000000000002,1.4217923076923076
45,0.903096903096903,0.023976023976023973,0.016983016983016984,0.0,0.0,0.001998001998001998,0.0,0.000999000999000999,0.044955044955044945,0.001998001998001998,0.000999000999000999,0.004995004995004994,0.0,0.0,0.0,0.0,0.0,0.8006,1.123,1.3101,1.446,0.7258,1.2522,1.105,1.313,1.357,1.7077,1.2852,1.309,1.2529,1.0010000000000001,1.2298076923076922
46,0.007992007992007992,0.021978021978021973,0.0,0.3506493506493506,0.2777222777222777,0.001998001998001998,0.05194805194805194,0.007992007992007992,0.05194805194805194,0.0,0.02797202797202797,0.0929070929070929,0.02797202797202797,0.0,0.04095904095904095,0.03796203796203796,0.0,1.4814,1.5118,1.2698,1.5471,1.0574,1.4444,1.4847,1.5715,1.6545,1.662,1.5118,1.5332,1.6621,1.0010000000000001,1.4916692307692307
47,0.0,0.0,0.01898101898101898,0.0,0.5464535464535464,0.003996003996003996,0.0,0.000999000999000999,0.0,0.0,0.0,0.0,0.016983016983016984,0.0029970029970029966,0.03196803196803197,0.0,0.3776223776223776,1.7909,1.2889,1.4355,1.0555,0.6299,1.6371,1.472,1.2614,1.2203,1.2435,1.0934,1.2109,0.9238,1.0010000000000001,1.2510076923076925
48,0.11800000000000001,0.0,0.0030000000000000005,0.20400000000000001,0.04000000000000001,0.0,0.0,0.0,0.36600000000000005,0.0,0.0030000000000000005,0.0,0.0,0.0,0.0,0.0,0.26600000000000007,1.0821,1.6251,1.1973,1.4714,1.3615,1.3521,1.1314,1.531,1.5256,1.9907,1.4735,1.3784,1.143,0.9999999999999999,1.4048538461538462
49,0.708,0.164,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.0,0.0,0.0,0.0,0.044,0.8635,1.0271,1.3893,1.429,1.3191,1.6056,1.4813,1.2905,1.3334,1.815,1.3246,1.3546,1.1439,1.0,1.336684615384615
50,0.5459999999999999,0.017999999999999995,0.0,0.05699999999999999,0.12999999999999998,0.005999999999999998,0.0,0.013999999999999997,0.0,0.016999999999999998,0.0,0.005999999999999998,0.0009999999999999998,0.0,0.10999999999999997,0.016999999999999998,0.07799999999999999,1.0117,1.3382,1.2259,1.4118,0.7107,1.7297,1.6015,1.4716,1.515,1.8076,1.2951,1.4321,1.2679,1.0000000000000002,1.3706769230769233
51,0.0,0.0,0.0,0.0,0.0,0.0,0.6726726726726726,0.0,0.1301301301301301,0.0,0.0,0.004004004004004004,0.0,0.0,0.0,0.19319319319319317,0.0,1.2417,1.465,1.3355,1.4882,1.1597,0.8524,1.0106,1.3829,1.3887,1.6473,1.2794,1.1101,1.292,0.9990000000000001,1.2810384615384616
52,0.06406406406406406,0.5815815815815815,0.01101101101101101,0.002002002002002002,0.0,0.01101101101101101,0.0,0.0,0.04904904904904905,0.0,0.027027027027027025,0.0,0.0,0.0,0.0,0.14914914914914912,0.1051051051051051,1.31,1.1988,1.5427,1.8773,0.7181,1.6595,1.4947,1.5506,1.7773,2.3191,1.65,1.4634,1.3874,0.9990000000000001,1.534530769230769
53,0.0,0.6426426426426426,0.001001001001001001,0.004004004004004004,0.001001001001001001,0.002002002002002002,0.014014014014014012,0.0,0.0,0.0,0.009009009009009007,0.0,0.0,0.027027027027027025,0.0,0.016016016016016016,0.2832832832832832,1.6391,0.9336,1.2638,1.4476,0.7502,1.2777,1.4002,1.255,1.4235,1.8282,1.3818,1.2781,1.0328,0.9990000000000001,1.3008923076923078
54,0.09890109890109891,0.0,0.0,0.0,0.0,0.0029970029970029974,0.006993006993006994,0.0,0.0009990009990009992,0.0,0.0,0.8271728271728273,0.0,0.0,0.0,0.0,0.06293706293706294,1.185,1.4661,1.6246,1.5357,0.8841,1.4895,1.5057,1.4283,1.4116,1.9905,1.3997,1.562,1.2977,1.001,1.444653846153846
55,0.108,0.497,0.0,0.0,0.0,0.0,0.0,0.001,0.088,0.002,0.029,0.013,0.0,0.0,0.007,0.255,0.0,1.1548,1.1097,1.5304,1.6776,1.4679,1.4638,1.3076,1.4177,1.5639,1.9282,1.4163,1.2945,1.4861,1.0,1.447576923076923
56,0.052894211576846296,0.00898203592814371,0.019960079840319358,0.00898203592814371,0.0,0.007984031936127742,0.007984031936127742,0.01297405189620758,0.08882235528942113,0.0,0.20359281437125742,0.2814371257485029,0.042914171656686616,0.0019960079840319355,0.02195608782435129,0.04890219560878242,0.19061876247504986,1.4029,1.6257,1.5575,1.8437,0.837,1.5984,1.5054,1.5256,1.6894,1.6763,1.5557,1.6347,1.4281,1.0020000000000002,1.5292615384615382
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13886113886113888,0.8591408591408592,0.0,0.0019980019980019984,0.0,0.0,0.0,1.6211,1.2405,1.5132,1.3028,1.3407,1.5564,1.4125,1.108,1.194,1.648,1.2053,1.3608,1.2541,1.001,1.3659538461538463
58,0.019,0.0,0.0,0.0,0.108,0.0,0.143,0.0,0.0,0.0,0.005,0.725,0.0,0.0,0.0,0.0,0.0,1.1862,1.3163,1.4448,1.2602,1.3255,1.0904,1.2481,1.2647,1.2746,1.7854,1.2779,1.4408,1.329,1.0,1.3264538461538462
59,0.2782782782782783,0.0,0.035035035035035036,0.5735735735735735,0.0,0.0,0.0,0.0,0.014014014014014014,0.0,0.0,0.0,0.0,0.0,0.0,0.0990990990990991,0.0,0.8512,1.4195,0.8472,1.4073,1.1542,1.2789,1.1667,1.4244,1.3488,1.697,1.3117,1.0151,1.182,0.999,1.238769230769231
