g,Lctx,kappa_c,C,Q,regime,N,D,L
幂函数型,2048,6.4096,1.778279410038923e+17,0.6200709735609296,A,35878650.35860279,773273228.0865349,4.544252216020494
幂函数型,2048,6.4096,2.3713737056616554e+17,0.6200709735609296,A,40857925.64552068,905508973.8148322,4.420879788463552
幂函数型,2048,6.4096,3.1622776601683795e+17,0.6200709735609296,A,46528229.77926267,1060358062.1666538,4.302839643272837
幂函数型,2048,6.4096,4.216965034285823e+17,0.6200709735609296,A,52985464.44021954,1241687550.8864248,4.189901313756593
幂函数型,2048,6.4096,5.6234132519034906e+17,0.6200709735609296,A,60338840.640720405,1454025794.7168963,4.081844294228943
幂函数型,2048,6.4096,7.498942093324558e+17,0.6200709735609296,A,68712725.80754548,1702675532.337267,3.97845760948504
幂函数型,2048,6.4096,1e+18,0.6200709735609296,A,78248747.20441055,1993846312.0487137,3.8795394028839407
幂函数型,2048,6.4096,1.333521432163324e+18,0.6200709735609296,A,89108187.26954602,2334809563.283731,3.7848965422349545
幂函数型,2048,6.4096,1.7782794100389228e+18,0.6200709735609296,A,101474711.38064387,2734080186.551485,3.6943442427179933
幂函数型,2048,6.4096,2.371373705661655e+18,0.6200709735609296,A,115557474.18176997,3201629196.678541,3.6077057061016844
幂函数型,2048,6.4096,3.1622776601683794e+18,0.6200709735609296,A,131594657.00946711,3749132729.699991,3.524811775554846
幂函数型,2048,6.4096,4.2169650342858225e+18,0.6200709735609296,A,149857496.24641082,4390263631.868979,3.4455006053773634
幂函数型,2048,6.4096,5.623413251903491e+18,0.6200709735609296,A,170654870.7340558,5141032912.6581135,3.3696173450056373
幂函数型,2048,6.4096,7.498942093324558e+18,0.6200709735609296,A,194338525.83103362,6020189588.884096,3.2970138366756325
幂函数型,2048,6.4096,1e+19,0.6200709735609296,A,221309022.4716495,7049688905.29225,3.227548326153248
幂函数型,2048,6.4096,1.3335214321633241e+19,0.6200709735609296,A,252022511.84070572,8255240624.508771,3.1610851859672064
幂函数型,2048,6.4096,1.7782794100389229e+19,0.6200709735609296,A,286998450.2445456,9666951078.845474,3.0974946506041077
幂函数型,2048,6.4096,2.3713737056616554e+19,1.0,B,706294985.2289103,2698449173.5710945,3.027639462890373
幂函数型,2048,6.4096,3.162277660168379e+19,1.0,B,768019769.7343836,3443417417.943295,2.9544906383795126
幂函数型,2048,6.4096,4.216965034285823e+19,1.0,B,836257487.8666935,4383119979.879002,2.88614295987927
幂函数型,2048,6.4096,5.6234132519034905e+19,1.0,B,911827773.1929098,5564817869.302704,2.8222358586104646
幂函数型,2048,6.4096,7.498942093324558e+19,1.0,B,995666526.6406213,7046110412.101239,2.7624366207887308
幂函数型,2048,6.4096,1e+20,1.0,B,1088843235.6774354,8896880703.309008,2.7064382821217254
幂函数型,2048,6.4096,1.333521432163324e+20,1.0,B,1192580808.3552718,11201534031.32013,2.653957687574762
幂函数型,2048,6.4096,1.778279410038923e+20,1.0,B,1308278249.1867104,14061563006.585794,2.604733702954503
幂函数型,2048,6.4096,2.3713737056616553e+20,1.0,B,1437536539.3469741,17598478604.39563,2.558525565696083
幂函数型,2048,6.4096,3.1622776601683794e+20,1.0,B,1582188123.7626088,21957154225.308308,2.515111363006394
幂函数型,2048,6.4096,4.216965034285823e+20,1.0,B,1744330453.7667325,27309640909.67943,2.4742866262353576
幂函数型,2048,6.4096,5.6234132519034906e+20,1.0,B,1926364088.1281028,33859526692.43625,2.4358630310396556
幂函数型,2048,6.4096,7.498942093324558e+20,1.0,B,2131035919.7689679,41846932295.707565,2.3996671935921263
幂函数型,2048,6.4096,1e+21,1.0,B,2361488173.063414,51554259261.433624,2.3655395537956956
幂函数型,2048,6.4096,1.333521432163324e+21,1.0,B,2621313910.0897703,63312835295.32942,2.3333333372001466
幂函数型,2048,6.4096,1.7782794100389228e+21,1.0,B,2914619896.375408,77510634852.72363,2.3029135881031815
幂函数型,2048,6.4096,2.3713737056616553e+21,1.0,B,3246097810.0148325,94601290512.10129,2.2741562671446536
幂函数型,2048,6.4096,3.1622776601683794e+21,1.0,B,3621104934.625312,115114652119.92995,2.2469474075644005
幂函数型,2048,6.4096,4.2169650342858226e+21,1.0,B,4045755658.0016756,139669195923.69336,2.2211823251686824
幂函数型,2048,6.4096,5.623413251903491e+21,1.0,B,4527025305.739221,168986635231.28708,2.1967648779079405
幂函数型,2048,6.4096,7.498942093324559e+21,1.0,B,5072868073.59342,203909138425.09186,2.1736067717740832
幂函数型,2048,6.4096,1e+22,1.0,B,5692351085.289052,245419620975.70697,2.1516269104431
幂函数型,2048,6.4096,1.3335214321633241e+22,1.0,B,6395806895.941403,294665647667.30444,2.130750786687535
幂函数型,2048,6.4096,1.7782794100389228e+22,1.0,B,7195007088.384492,352987562359.2609,2.1109099140418444
幂函数型,2048,6.4096,2.371373705661655e+22,1.0,B,8103359975.082762,421951558494.90625,2.092041297512889
幂函数型,2048,6.4096,3.1622776601683792e+22,1.0,B,9136135828.057726,503388517752.7782,2.0740869422923067
幂函数型,2048,6.4096,4.2169650342858225e+22,1.0,B,10310723521.0477,599439580458.6503,2.056993399463867
幂函数型,2048,6.4096,5.623413251903491e+22,1.0,B,11646922991.041958,712609573589.8278,2.040711347632976
幂函数型,2048,6.4096,7.498942093324558e+22,1.0,B,13167278520.81962,845829614654.04,2.025195209268184
幂函数型,2048,6.4096,1.0000000000000001e+23,1.0,B,14897458521.810394,1002530437114.5613,2.0104028003678276
幂函数型,2048,6.4096,1.3335214321633241e+23,1.0,B,16866688270.325193,1186728250722.0352,1.996295011877987
幂函数型,2048,6.4096,1.7782794100389228e+23,1.0,B,19108242934.115314,1403125264358.7502,1.98283552111493
幂函数型,2048,6.4096,2.371373705661655e+23,1.0,B,21660009235.92085,1657227367202.0933,1.96999053130348
幂函数型,2048,6.4096,3.162277660168379e+23,1.0,B,24565125253.57331,1955481894959.7998,1.957728537243035
幂函数型,2048,6.4096,4.2169650342858225e+23,1.0,B,27872709171.852158,2305438912058.795,1.9460201150596492
幂函数型,2048,6.4096,5.623413251903491e+23,1.0,B,31638689301.74573,2715940030341.342,1.9348377339950984
幂函数型,2048,6.4096,7.498942093324558e+23,1.0,B,35926749393.142815,3197339474620.1245,1.9241555882179693
幂函数型,2048,6.4096,1e+24,1.0,B,40809405215.86721,3761762912526.7207,1.9139494467110203
幂函数型,2048,6.4096,1.333521432163324e+24,1.0,B,46369230604.00066,4423410510597.094,1.9041965193858121
幂函数型,2048,6.4096,1.7782794100389228e+24,1.0,B,52700253686.87324,5198911784082.37,1.894875337692195
幂函数型,2048,6.4096,2.3713737056616553e+24,1.0,B,59909546909.44787,6107741102204.769,1.8859656481194718
幂函数型,2048,6.4096,3.1622776601683796e+24,1.0,B,68119037723.600784,7172704225868.016,1.8774483171216623
幂函数型,2048,6.4096,4.2169650342858227e+24,1.0,B,77467570565.28583,8420508029074.156,1.869305246136078
幂函数型,2048,6.4096,5.62341325190349e+24,1.0,B,88113254983.8596,9882427632845.283,1.8615192954983557
幂函数型,2048,6.4096,7.498942093324559e+24,1.0,B,100236139630.72119,11595087613227.31,1.8540742161851878
幂函数型,2048,6.4096,1e+25,1.0,B,114041257326.7714,13601376793745.492,1.8469545884362093
幂函数型,2048,6.4096,1.3335214321633241e+25,1.0,B,129762092705.2185,15951519468657.812,1.8401457664176089
幂函数型,2048,6.4096,1.7782794100389228e+25,1.0,B,147664531074.0585,18704329809847.88,1.8336338281913858
幂函数型,2048,6.4096,2.3713737056616553e+25,1.0,B,168051355282.169,21928680784768.938,1.8274055303456729
幂函数型,2048,6.4096,3.1622776601683795e+25,1.0,B,191267366641.87033,25705224269767.0,1.821448266723374
幂函数型,2048,6.4096,4.216965034285822e+25,1.0,B,217705216515.97632,30128405316138.754,1.8157500307590078
幂函数型,2048,6.4096,5.6234132519034905e+25,1.0,B,247812047197.19534,35308820872093.555,1.810299380997714
幂函数型,2048,6.4096,7.498942093324558e+25,1.0,B,282097054395.59326,41375981865834.266,1.8050854094265614
幂函数型,2048,6.4096,1e+26,1.0,B,321140099237.262,48481547628061.336,1.8000977122973585
幂函数型,2048,6.4096,1.333521432163324e+26,1.0,B,365601515427.84503,56803113427915.92,1.7953263631628207
幂函数型,2048,6.4096,1.7782794100389227e+26,1.0,B,416233277448.5294,66548645709264.61,1.7907618878849298
幂函数型,2048,6.4096,2.3713737056616553e+26,1.0,B,473891718671.4688,77961675789229.62,1.7863952414062887
幂函数型,2048,6.4096,3.1622776601683796e+26,1.0,B,539552014495.2362,91327381721991.78,1.782217786102846
幂函数型,2048,6.4096,4.216965034285822e+26,1.0,B,614324675452.8851,106979710211049.9,1.7782212715601173
幂函数型,2048,6.4096,5.623413251903491e+26,1.0,B,699474329239.8583,125309716426296.75,1.7743978156354439
幂函数型,2048,6.4096,7.498942093324558e+26,1.0,B,796441109321.326,146775329997095.44,1.77073988668639
幂函数型,2048,6.4096,1e+27,1.0,B,906865011863.7554,171912791068488.47,1.7672402868604369
幂函数型,4096,6.8192,1000000000000000.0,0.6200709735609296,A,3363296.451055621,43601499.25786687,8.073073054445922
幂函数型,4096,6.8192,1333521432163324.0,0.6200709735609296,A,3830058.1250299253,51057695.28252804,7.797181384924389
幂函数型,4096,6.8192,1778279410038922.8,0.6200709735609296,A,4361597.454932491,59788958.910470195,7.533214035232747
幂函数型,4096,6.8192,2371373705661655.5,0.6200709735609296,A,4966904.349193136,70013336.63451028,7.280655624085101
幂函数型,4096,6.8192,3162277660168379.5,0.6200709735609296,A,5656216.34480147,81986162.59629928,7.03901304550129
幂函数型,4096,6.8192,4216965034285822.5,0.6200709735609296,A,6441191.754456948,96006435.06473936,6.80781450604541
幂函数型,4096,6.8192,5623413251903491.0,0.6200709735609296,A,7335106.843255047,112424283.3418823,6.586608603675877
幂函数型,4096,6.8192,7498942093324558.0,0.6200709735609296,A,8353080.369752669,131649711.56790589,6.374963446408539
幂函数型,4096,6.8192,1e+16,0.6200709735609296,A,9512329.289069269,154162837.7848517,6.17246580907205
幂函数型,4096,6.8192,1.333521432163324e+16,0.6200709735609296,A,10832459.94272224,180525883.96002427,5.978720326509153
幂函数型,4096,6.8192,1.7782794100389228e+16,0.6200709735609296,A,12335799.66008119,211397216.39679563,5.79334872164863
幂函数型,4096,6.8192,2.371373705661655e+16,0.6200709735609296,A,14047774.379807033,247547787.16502213,5.615989066940753
幂函数型,4096,6.8192,3.162277660168379e+16,0.6200709735609296,A,15997338.677974671,289880387.1441504,5.446295077714271
幂函数型,4096,6.8192,4.216965034285822e+16,0.6200709735609296,A,18217465.475932565,339452191.48666966,5.283935436075217
幂函数型,4096,6.8192,5.623413251903491e+16,0.6200709735609296,A,20745703.71031306,397501160.53144056,5.128593144027502
幂函数型,4096,6.8192,7.498942093324558e+16,0.6200709735609296,A,23624813.3970494,465476955.4788607,4.979964904552297
幂函数型,4096,6.8192,1e+17,0.6200709735609296,A,26903488.830217354,545077140.8873188,4.837760529437802
幂函数型,4096,6.8192,1.333521432163324e+17,0.6200709735609296,A,30637182.147141483,638289578.0785578,4.701702372703209
幂函数型,4096,6.8192,1.778279410038923e+17,0.6200709735609296,A,34889041.18869779,747442068.1455917,4.571524788510666
幂函数型,4096,6.8192,2.3713737056616554e+17,0.6200709735609296,A,39730977.51681501,875260484.301694,4.446973612506839
幂函数型,4096,6.8192,3.1622776601683795e+17,0.6200709735609296,A,45244882.65252301,1024936845.3138858,4.327805665581418
幂函数型,4096,6.8192,4.216965034285823e+17,0.6200709735609296,A,51524013.104741566,1200209030.0238993,4.213788279073697
幂函数型,4096,6.8192,5.6234132519034906e+17,0.6200709735609296,A,58674567.61476487,1405454123.673119,4.104698840500192
幂函数型,4096,6.8192,7.498942093324558e+17,0.6200709735609296,A,66817483.292325884,1645797727.1762583,4.0003243589164
幂函数型,4096,6.8192,1e+18,0.6200709735609296,A,76090481.02123144,1927241959.1324413,3.9004610490640417
幂函数型,4096,6.8192,1.333521432163324e+18,0.6200709735609296,A,86650394.72846094,2256815347.1771493,3.804913933491912
幂函数型,4096,6.8192,1.7782794100389228e+18,0.6200709735609296,A,98675823.91157591,2642748351.923088,3.7134964618734445
幂函数型,4096,6.8192,2.371373705661655e+18,0.6200709735609296,A,112370154.28655727,3094678906.86231,3.6260301467777865
幂函数型,4096,6.8192,3.1622776601683794e+18,0.6200709735609296,A,127964997.64420418,3623893107.192522,3.5423442151832005
幂函数型,4096,6.8192,4.2169650342858225e+18,0.6200709735609296,A,145724109.09326488,4243607058.3078737,3.462275275052427
幂函数型,4096,6.8192,5.623413251903491e+18,0.6200709735609296,A,165947847.9425222,4969296922.577204,3.3856669963189896
幂函数型,4096,6.8192,7.498942093324558e+18,0.6200709735609296,A,188978257.6686016,5819085406.692187,3.3123698056616044
幂函数型,4096,6.8192,1e+19,0.6200709735609296,A,215204850.88682887,6814194341.362915,3.24224059447075
幂函数型,4096,6.8192,1.3335214321633241e+19,0.6200709735609296,A,245071197.16617623,7979474655.667052,3.17514243943722
幂函数型,4096,6.8192,1.7782794100389229e+19,0.6875345957774884,I,333653560.4588104,6702041969.448394,3.1105949705138154
幂函数型,4096,6.8192,2.3713737056616554e+19,1.0,B,678486934.258896,2668187425.683757,3.036087341981692
幂函数型,4096,6.8192,3.162277660168379e+19,1.0,B,738035784.7248057,3402618755.5238867,2.9627008006726516
幂函数型,4096,6.8192,4.216965034285823e+19,1.0,B,803898052.4831446,4328294640.897657,2.8941184444748576
幂函数型,4096,6.8192,5.6234132519034905e+19,1.0,B,876871259.5396641,5491397134.9957285,2.8299796853651333
幂函数型,4096,6.8192,7.498942093324558e+19,1.0,B,957866255.2526037,6948144341.345244,2.769951803895437
幂函数型,4096,6.8192,1e+20,1.0,B,1047924085.2711122,8766663086.7986,2.7137278443816593
幂函数型,4096,6.8192,1.333521432163324e+20,1.0,B,1148235301.5997012,11029141119.277067,2.661024675200048
幂函数型,4096,6.8192,1.778279410038923e+20,1.0,B,1260162029.4982002,13834291266.65568,2.61158120068556
幂函数型,4096,6.8192,2.3713737056616553e+20,1.0,B,1385263141.3208985,17300165594.82947,2.5651567119598653
幂函数型,4096,6.8192,3.1622776601683794e+20,1.0,B,1525322926.3920758,21567365621.539993,2.521529364785465
幂函数型,4096,6.8192,4.216965034285823e+20,1.0,B,1682383691.1377778,26802705744.03632,2.4804947732674982
幂函数型,4096,6.8192,5.6234132519034906e+20,1.0,B,1858782776.8904912,33203401827.713234,2.441864708928981
幂函数型,4096,6.8192,7.498942093324558e+20,1.0,B,2057194546.3758,41001875839.48033,2.405465895391196
幂函数型,4096,6.8192,1e+21,1.0,B,2280677966.4558964,50471290740.38066,2.3711388896191954
幂函数型,4096,6.8192,1.333521432163324e+21,1.0,B,2532730506.9187536,61931957579.73151,2.3387370414586393
幂函数型,4096,6.8192,1.7782794100389228e+21,1.0,B,2817349185.5206833,75758788646.41399,2.3081255240021568
幂函数型,4096,6.8192,2.3713737056616553e+21,1.0,B,3139099720.36645,92390006305.73245,2.2791804281790755
幂函数型,4096,6.8192,3.1622776601683794e+21,1.0,B,3503194903.8615675,112337356503.63837,2.2517879158481913
幂函数型,4096,6.8192,4.2169650342858226e+21,1.0,B,3915583489.2648377,136198118819.89456,2.225843426565206
幂函数型,4096,6.8192,5.623413251903491e+21,1.0,B,4383051082.375863,164669251799.11606,2.2012509340620774
幂函数型,4096,6.8192,7.498942093324559e+21,1.0,B,4913334758.152854,198564064060.6809,2.1779222492780956
幂函数型,4096,6.8192,1e+22,1.0,B,5515253376.478362,238831859995.97424,2.155776367486373
幂函数型,4096,6.8192,1.3335214321633241e+22,1.0,B,6198855855.055138,286581075916.3952,2.134738857635093
幂函数型,4096,6.8192,1.7782794100389228e+22,1.0,B,6975589973.822477,343106501028.94244,2.1147412924515936
幂函数型,4096,6.8192,2.371373705661655e+22,1.0,B,7858494639.006059,409921270664.56067,2.0957207181335207
幂函数型,4096,6.8192,3.1622776601683792e+22,1.0,B,8862418932.093231,488794430093.81537,2.0776191625830123
幂函数型,4096,6.8192,4.2169650342858225e+22,1.0,B,10004271717.215782,581794999552.5161,2.0603831811468325
幂函数型,4096,6.8192,5.623413251903491e+22,1.0,B,11303306088.531351,691343628492.658,2.0439634387358274
幂函数型,4096,6.8192,7.498942093324558e+22,1.0,B,12781443517.31536,820273113605.0146,2.028314327043223
幂函数型,4096,6.8192,1.0000000000000001e+23,1.0,B,14463643217.847696,971899275328.6108,2.0133936153953482
幂函数型,4096,6.8192,1.3335214321633241e+23,1.0,B,16378323004.171873,1150103946537.6614,1.9991621335790715
幂函数型,4096,6.8192,1.7782794100389228e+23,1.0,B,18557838770.053474,1359432130936.2114,1.98558348482044
幂函数型,4096,6.8192,2.371373705661655e+23,1.0,B,21039030707.05627,1605205744572.0464,1.9726237869547196
幂函数型,4096,6.8192,3.162277660168379e+23,1.0,B,23863845497.430504,1893656770333.5972,1.960251439738378
幂函数型,4096,6.8192,4.2169650342858225e+23,1.0,B,27080044998.421345,2232083142438.262,1.94843691621157
幂函数型,4096,6.8192,5.623413251903491e+23,1.0,B,30742013394.11925,2629031247731.5645,1.9371525760236914
幂函数型,4096,6.8192,7.498942093324558e+23,1.0,B,34911676454.47617,3094509597212.8794,1.926372498679466
幂函数型,4096,6.8192,1e+24,1.0,B,39659548436.444916,3640239001182.059,1.9160723347418496
幂函数型,4096,6.8192,1.333521432163324e+24,1.0,B,45065924321.09466,4279945494239.8027,1.9062291731328782
幂函数型,4096,6.8192,1.7782794100389228e+24,1.0,B,51222237539.27543,5029703324894.88,1.8968214227967122
幂函数型,4096,6.8192,2.3713737056616553e+24,1.0,B,58232606138.3058,5908336575460.411,1.8878287071233895
幂函数型,4096,6.8192,3.1622776601683796e+24,1.0,B,66215593530.43294,6937889442546.103,1.87923176967107
幂函数型,4096,6.8192,4.2169650342858227e+24,1.0,B,75306213594.2396,8144176923398.921,1.8710123898638433
幂函数型,4096,6.8192,5.62341325190349e+24,1.0,B,85658214034.1195,9557429661475.559,1.8631533074776485
幂函数型,4096,6.8192,7.498942093324559e+24,1.0,B,97446676610.21092,11213049056136.984,1.8556381548557386
幂函数型,4096,6.8192,1e+25,1.0,B,110870978211.38776,13152491494988.348,1.8484513959155628
幂函数型,4096,6.8192,1.3335214321633241e+25,1.0,B,126158162847.73442,15424303791931.771,1.8415782711198436
幂函数型,4096,6.8192,1.7782794100389228e+25,1.0,B,143566781589.5373,18085335690005.348,1.8350047476855054
幂函数型,4096,6.8192,2.3713737056616553e+25,1.0,B,163391265394.8101,21202159709856.84,1.828717474394939
幂函数型,4096,6.8192,3.1622776601683795e+25,1.0,B,185966904780.6633,24852733802670.707,1.8227037404551563
幂函数型,4096,6.8192,4.216965034285822e+25,1.0,B,211675520557.77206,29128348329861.402,1.8169514379222125
幂函数型,4096,6.8192,5.6234132519034905e+25,1.0,B,240951921535.49365,34135905992279.926,1.8114490272715362
幂函数型,4096,6.8192,7.498942093324558e+25,1.0,B,274291258415.46274,40000591646385.25,1.8061855057502045
幂函数型,4096,6.8192,1e+26,1.0,B,312257398248.99603,46868998681435.22,1.801150378195525
幂函数型,4096,6.8192,1.333521432163324e+26,1.0,B,355492461094.5159,54912790033436.17,1.7963336300462653
幂函数型,4096,6.8192,1.7782794100389227e+26,1.0,B,404727680167.62354,64332985263062.25,1.7917257023092352
幂函数型,4096,6.8192,2.3713737056616553e+26,1.0,B,460795769160.8412,75364980759440.55,1.7873174682753405
幂函数型,4096,6.8192,3.1622776601683796e+26,1.0,B,524645005900.7258,88284428440086.44,1.7831002118063195
幂函数型,4096,6.8192,4.216965034285822e+26,1.0,B,597355270538.5349,103414119756523.33,1.7790656070366817
幂函数型,4096,6.8192,5.623413251903491e+26,1.0,B,680156309527.7579,121132046920648.7,1.775205699355424
幂函数型,4096,6.8192,7.498942093324558e+26,1.0,B,774448534286.3792,141880842665730.6,1.7715128875493178
幂函数型,4096,6.8192,1e+27,1.0,B,881826706310.8491,166178834282143.62,1.767979907004353
幂函数型,8192,7.6384,1000000000000000.0,0.6200709735609296,A,3195355.177838996,40971179.20884336,8.185209805290878
幂函数型,8192,7.6384,1333521432163324.0,0.6200709735609296,A,3638809.7925169393,47977570.01517658,7.904471470829883
幂函数型,8192,7.6384,1778279410038922.8,0.6200709735609296,A,4143807.485924584,56182108.22851645,7.635866934009204
幂函数型,8192,7.6384,2371373705661655.5,0.6200709735609296,A,4718889.268605476,65789686.38891589,7.3788717596979625
幂函数型,8192,7.6384,3162277660168379.5,0.6200709735609296,A,5373781.481161482,77040235.25687142,7.132984179387442
幂函数型,8192,7.6384,4216965034285822.5,0.6200709735609296,A,6119560.295554052,90214715.62196147,6.897724111516516
幂函数型,8192,7.6384,5623413251903491.0,0.6200709735609296,A,6968839.046061707,105642134.7574416,6.672632224139622
幂函数型,8192,7.6384,7498942093324558.0,0.6200709735609296,A,7935981.558217063,123707762.74322839,6.457269038107175
幂函数型,8192,7.6384,1e+16,0.6200709735609296,A,9037345.083748663,144862753.8441222,6.251214069007443
幂函数型,8192,7.6384,1.333521432163324e+16,0.6200709735609296,A,10291556.95027917,169635413.21865386,6.054065006194569
幂函数型,8192,7.6384,1.7782794100389228e+16,0.6200709735609296,A,11719829.604747765,198644390.32291046,5.865436927299842
幂函数型,8192,7.6384,2.371373705661655e+16,0.6200709735609296,A,13346319.37887648,232614128.48919067,5.684961546692599
幂函数型,8192,7.6384,3.162277660168379e+16,0.6200709735609296,A,15198535.0444699,272392956.50295943,5.512286496423397
幂函数型,8192,7.6384,4.216965034285822e+16,0.6200709735609296,A,17307803.06843108,318974273.98040056,5.347074638245581
幂函数型,8192,7.6384,5.623413251903491e+16,0.6200709735609296,A,19709797.436338432,373521359.6105526,5.189003405371964
幂函数型,8192,7.6384,7.498942093324558e+16,0.6200709735609296,A,22445143.00547259,437396421.80011207,5.037764172681459
幂函数型,8192,7.6384,1e+17,0.6200709735609296,A,25560102.591784995,512194617.20479894,4.893061654146029
幂函数型,8192,7.6384,1.333521432163324e+17,0.6200709735609296,A,29107359.41148986,599783886.6945701,4.75461332630146
幂函数型,8192,7.6384,1.778279410038923e+17,0.6200709735609296,A,33146908.11068779,702351603.5792365,4.622148876636304
幂函数型,8192,7.6384,2.3713737056616554e+17,0.6200709735609296,A,37747069.452980325,822459199.044028,4.495409675822037
幂函数型,8192,7.6384,3.1622776601683795e+17,0.6200709735609296,A,42985645.82645699,963106128.9601251,4.374148272753948
幂函数型,8192,7.6384,4.216965034285823e+17,0.6200709735609296,A,48951237.11310225,1127804779.5182025,4.258127911416886
幂函数型,8192,7.6384,5.6234132519034906e+17,0.6200709735609296,A,55744739.17589312,1320668182.3086605,4.147122068632566
幂函数型,8192,7.6384,7.498942093324558e+17,0.6200709735609296,A,63481050.307441846,1546512729.3639991,4.040914011785902
幂函数型,8192,7.6384,1e+18,0.6200709735609296,A,72291014.50130539,1810978453.273512,3.9392963756668635
幂函数型,8192,7.6384,1.333521432163324e+18,0.6200709735609296,A,82323634.41244583,2120669876.1346002,3.8420707576016584
幂函数型,8192,7.6384,1.7782794100389228e+18,0.6200709735609296,A,93748591.43457857,2483320944.7718906,3.749047330082761
幂函数型,8192,7.6384,2.371373705661655e+18,0.6200709735609296,A,106759115.51639143,2907988171.1637897,3.660044470141463
幂函数型,8192,7.6384,3.1622776601683794e+18,0.6200709735609296,A,121575253.25376056,3405276801.3863354,3.574888404739325
幂函数型,8192,7.6384,4.2169650342858225e+18,0.6200709735609296,A,138447589.53109437,3987605661.208447,3.493412871486168
幂函数型,8192,7.6384,5.623413251903491e+18,0.6200709735609296,A,157661485.65581936,4669517292.347029,3.4154587940221854
幂函数型,8192,7.6384,7.498942093324558e+18,0.6200709735609296,A,179541905.66544533,5468041124.437606,3.340873971430366
幂函数型,8192,7.6384,1e+19,0.6200709735609296,A,204458912.434396,6403118752.240946,3.2695127810728324
幂函数型,8192,7.6384,1.3335214321633241e+19,0.6200709735609296,A,232833926.53607902,7498101938.565177,3.201235894270896
幂函数型,8192,7.6384,1.7782794100389229e+19,1.0,B,580035412.8484001,2046024806.5601723,3.130894131668172
幂函数型,8192,7.6384,2.3713737056616554e+19,1.0,B,630512533.9128016,2612522092.0208535,3.05186048153563
幂函数型,8192,7.6384,3.162277660168379e+19,1.0,B,686290539.1717895,3327660210.8045354,2.9780275273583907
幂函数型,8192,7.6384,4.216965034285823e+19,1.0,B,748034005.1583247,4227691623.450462,2.909004476548583
幂函数型,8192,7.6384,5.6234132519034905e+19,1.0,B,816501610.5727689,5356850609.954463,2.844430714125595
幂函数型,8192,7.6384,7.498942093324558e+19,1.0,B,892560162.6190203,6768867975.88141,2.7839735198205124
幂函数型,8192,7.6384,1e+20,1.0,B,977200666.8667079,8528715970.410146,2.7273259644682613
幂函数型,8192,7.6384,1.333521432163324e+20,1.0,B,1071556707.7659091,10714609777.172691,2.674204971166036
幂函数型,8192,7.6384,1.778279410038923e+20,1.0,B,1176925435.9253716,13420295949.519083,2.6243495275856206
幂函数型,8192,7.6384,2.3713737056616553e+20,1.0,B,1294791490.7902098,16757663977.624826,2.577519036658662
幂函数型,8192,7.6384,3.1622776601683794e+20,1.0,B,1426854224.5925083,20859725376.39374,2.533491793628334
幂函数型,8192,7.6384,4.216965034285823e+20,1.0,B,1575058636.9442954,25884015834.131546,2.492063578201061
幂函数型,8192,7.6384,5.6234132519034906e+20,1.0,B,1741630481.1016362,32016490537.66917,2.4530463512618366
幂函数型,8192,7.6384,7.498942093324558e+20,1.0,B,1929116064.9495556,39476001107.664116,2.416267046359079
幂函数型,8192,7.6384,1e+21,1.0,B,2140427344.504786,48519464751.82369,2.3815664469391864
幂函数型,8192,7.6384,1.333521432163324e+21,1.0,B,2378892997.567112,59447862179.98191,2.348798141129629
幂函数型,8192,7.6384,1.7782794100389228e+21,1.0,B,2648316272.2429624,72613230276.72882,2.3178275467360834
幂函数型,8192,7.6384,2.3713737056616553e+21,1.0,B,2953040531.2489367,88426848209.96872,2.2885310000258494
幂函数型,8192,7.6384,3.1622776601683794e+21,1.0,B,3298023559.603416,107368851404.40892,2.2607949027972714
幂函数型,8192,7.6384,4.2169650342858226e+21,1.0,B,3688921871.5995855,129999546760.55608,2.234514923153374
幂函数型,8192,7.6384,5.623413251903491e+21,1.0,B,4132186443.730113,156972745230.77136,2.2095952462710695
幂函数型,8192,7.6384,7.498942093324559e+21,1.0,B,4635171514.539797,189051475488.6729,2.1859478722466203
幂函数型,8192,7.6384,1e+22,1.0,B,5206258331.763402,227126496608.7705,2.1634919587690544
幂函数型,8192,7.6384,1.3335214321633241e+22,1.0,B,5854995993.949738,272238090558.93762,2.142153206900007
幂函数型,8192,7.6384,1.7782794100389228e+22,1.0,B,6592261831.598443,325601689427.95184,2.1218632886079876
幂函数型,8192,7.6384,2.371373705661655e+22,1.0,B,7430444106.432266,388637980458.86694,2.102559314918344
幂函数型,8192,7.6384,3.1622776601683792e+22,1.0,B,8383650182.896764,463008237116.465,2.084183343611814
幂函数型,8192,7.6384,4.2169650342858225e+22,1.0,B,9467943750.654858,550655749728.9203,2.0666819253597564
幂函数型,8192,7.6384,5.623413251903491e+22,1.0,B,10701615159.1951,653854378070.4403,2.0500056870547976
幂函数型,8192,7.6384,7.498942093324558e+22,1.0,B,12105489475.211243,775265424281.3717,2.0341089509157424
幂函数型,8192,7.6384,1.0000000000000001e+23,1.0,B,13703277500.637556,918004231931.6675,2.018949387747294
幂函数型,8192,7.6384,1.3335214321633241e+23,1.0,B,15521975705.716246,1085718160671.6165,2.004487702545533
幂函数型,8192,7.6384,1.7782794100389228e+23,1.0,B,17592321849.983112,1282677871500.904,1.9906873504796985
幂函数型,8192,7.6384,2.371373705661655e+23,1.0,B,19949313998.78175,1513884192014.3438,1.977514281162673
