Q,N,D,L,VA,VB,VI,shape,n_local_min,n_local_max,regime,g,C
1.0,9239754529.585938,531960113570.8836,2.0701146701977065,2.132338960479214,2.0701146701977065,2.0703157920037674,单调下降,0,0,B,幂函数型,3.981071705534985e+22
1.0,9702099992.3583,569972194792.4736,2.0632821759090865,2.124586575446521,2.0632821759090865,2.0634806037840443,单调下降,0,0,B,幂函数型,4.466835921509617e+22
1.0,10188949103.289972,610547874964.3984,2.05658016274262,2.116969995862503,2.05658016274262,2.0567758945481533,单调下降,0,0,B,幂函数型,5.011872336272714e+22
1.0,10701615159.1951,653854378070.4403,2.0500056870547976,2.1094868427018905,2.0500056870547976,2.0501987233747205,单调下降,0,0,B,幂函数型,5.623413251903491e+22
1.0,11241481430.00159,700069799015.2583,2.043555894255765,2.1021347786149245,2.043555894255765,2.043746238225983,单调下降,0,0,B,幂函数型,6.309573444801943e+22
1.0,11810004885.624704,749383815560.1378,2.0372280153634463,2.094911507197287,2.0372280153634463,2.0374156725083017,单调下降,0,0,B,幂函数型,7.079457843841402e+22
1.0,12408720122.495123,801998446608.6337,2.0310193636902896,2.087814772272824,2.0310193636902896,2.0312043417652843,单调下降,0,0,B,幂函数型,7.94328234724279e+22
1.0,13039243500.372608,858128859845.6685,2.0249273316594714,2.0808423571888337,2.0249273316594714,2.025109640500341,单调下降,0,0,B,幂函数型,8.91250938133744e+22
1.0,13703277500.637556,918004231931.6675,2.018949387747294,2.0739920841236983,2.018949387747294,2.0191290391253713,单调下降,0,0,B,幂函数型,1.0000000000000001e+23
1.0,14402615317.849873,981868664664.2181,2.0130830735484175,2.0672618134066445,2.0130830735484175,2.0132600810322265,单调下降,0,0,B,幂函数型,1.1220184543019653e+23
1.0,15139145696.987309,1049982160744.3114,2.007326000960508,2.0606494428494235,2.007326000960508,2.0075003797834947,单调下降,0,0,B,幂函数型,1.2589254117941714e+23
1.0,15914858029.436686,1122621663023.3826,2.001675849484814,2.0541529070896933,2.001675849484814,2.0018476164191186,单调下降,0,0,B,幂函数型,1.4125375446227497e+23
1.0,16731847721.509827,1200082161361.8198,1.996130363639147,2.0477701769459076,1.996130363639147,1.9962995368752998,单调下降,0,0,B,幂函数型,1.584893192461111e+23
1.0,17592321849.983112,1282677871500.904,1.9906873504796985,2.041499258783505,1.9906873504796985,1.9908539495121178,单调下降,0,0,B,幂函数型,1.7782794100389228e+23
1.0,18498605119.941593,1370743490638.454,1.9853446772281222,2.0353381938922004,1.9853446772281222,1.985508722746271,单调下降,0,0,B,幂函数型,1.9952623149688827e+23
1.0,19453146141.013733,1464635534706.0547,1.9801002690002854,2.029285057874185,1.9801002690002854,1.9802617827853461,单调下降,0,0,B,幂函数型,2.238721138568347e+23
1.0,20458524038.95287,1564733762672.2593,1.9749521066331153,2.023337960043044,1.9749521066331153,1.9751111114600266,单调下降,0,0,B,幂函数型,2.5118864315095718e+23
1.0,21517455420.413467,1671442693545.414,1.9698982246059773,2.0174950428332044,1.9698982246059773,1.97005474415067,单调下降,0,0,B,幂函数型,2.818382931264449e+23
1.0,22632801709.73483,1785193222119.5532,1.9649367090530507,2.011754481219728,1.9649367090530507,1.9650907678047207,单调下降,0,0,B,幂函数型,3.162277660168379e+23
1.0,23807576877.544067,1906444339902.5571,1.960065695863206,2.006114482148266,1.960065695863206,1.9602173190414516,单调下降,0,0,B,幂函数型,3.5481338923357603e+23
1.0,25044955582.050495,2035684968085.669,1.955283368863939,2.000573283975005,1.955283368863939,1.9554325823405918,单调下降,0,0,B,幂函数型,3.9810717055349855e+23
1.0,26348281745.015205,2173435909861.7712,1.9505879580859733,1.9951291559164186,1.9505879580859733,1.950734788311446,单调下降,0,0,B,幂函数型,4.466835921509616e+23
1.0,27721077585.56266,2320251929876.049,1.9459777381052026,1.9897803975086583,1.9459777381052026,1.9461222120391795,单调下降,0,0,B,幂函数型,5.011872336272715e+23
1.0,29167053136.223698,2476723969101.32,1.9414510264587246,1.984525338076421,1.9414510264587246,1.9415931715050183,单调下降,0,0,B,幂函数型,5.623413251903491e+23
1.0,30690116266.9257,2643481503969.91,1.9370061821317814,1.9793623362111132,1.9370061821317814,1.9371460260771844,单调下降,0,0,B,幂函数型,6.309573444801942e+23
1.0,32294383243.992493,2821195059171.459,1.9326416041125192,1.974289779258161,1.9326416041125192,1.9327791750694723,单调下降,0,0,B,幂函数型,7.079457843841402e+23
1.0,33984189852.68432,3010578884138.0874,1.9283557300115521,1.969306082813301,1.9283557300115521,1.9284910563644635,单调下降,0,0,B,幂函数型,7.94328234724279e+23
1.0,35764103113.322075,3212393803892.561,1.924147034743413,1.9644096902276922,1.924147034743413,1.924280145098457,单调下降,0,0,B,幂函数型,8.912509381337441e+23
1.0,37638933622.64313,3427450255630.6426,1.9200140292670644,1.9595990721217014,1.9200140292670644,1.9201449524052978,单调下降,0,0,B,幂函数型,1e+24
1.0,39613748553.73739,3656611523149.887,1.9159552593827307,1.9548727259072038,1.9159552593827307,1.9160840242163646,单调下降,0,0,B,幂函数型,1.1220184543019652e+24
1.0,41693885349.67651,3900797182027.216,1.9119693045824189,1.9502291753182526,1.9119693045824189,1.9120959401140891,单调下降,0,0,B,幂函数型,1.2589254117941714e+24
1.0,43884966147.8435,4160986769287.241,1.9080547769515812,1.9456669699499685,1.9080547769515812,1.9081793122364643,单调下降,0,0,B,幂函数型,1.4125375446227496e+24
1.0,46192912973.93087,4438223692200.3955,1.9042103201194704,1.9411846848055085,1.9042103201194704,1.9043327842301006,单调下降,0,0,B,幂函数型,1.584893192461124e+24
1.0,48623963746.65889,4733619391802.736,1.9004346082558463,1.9367809198509736,1.9004346082558463,1.9005550302494876,单调下降,0,0,B,幂函数型,1.7782794100389228e+24
1.0,51184689136.473724,5048357777746.084,1.8967263451117629,1.932454299578106,1.8967263451117629,1.896844754000199,单调下降,0,0,B,幂函数型,1.9952623149688828e+24
1.0,53882010323.761345,5383699952169.445,1.8930842631022888,1.928203472574655,1.8930842631022888,1.8932006878238987,单调下降,0,0,B,幂函数型,2.238721138568347e+24
1.0,56723217704.583305,5740989241435.117,1.8895071224290814,1.924027111102265,1.8895071224290814,1.889621591823072,单调下降,0,0,B,幂函数型,2.511886431509572e+24
1.0,59715990594.474434,6121656555801.652,1.8859937102408373,1.9199239106817567,1.8859937102408373,1.8861062530235126,单调下降,0,0,B,幂函数型,2.818382931264472e+24
1.0,62868417983.548035,6527226098413.015,1.8825428398297368,1.9158925896856793,1.8825428398297368,1.8826534845726826,单调下降,0,0,B,幂函数型,3.1622776601683796e+24
1.0,66189020399.004776,6959321446378.398,1.8791533498620647,1.9119318889379922,1.8791533498620647,1.87926212497214,单调下降,0,0,B,幂函数型,3.5481338923357605e+24
1.0,69686772934.12737,7419672028197.832,1.8758241036413041,1.908040571320766,1.8758241036413041,1.8759310373423284,单调下降,0,0,B,幂函数型,3.9810717055349857e+24
1.0,73371129505.9889,7910120023374.768,1.8725539884020526,1.9042174213877712,1.8725539884020526,1.8726591087180906,单调下降,0,0,B,幂函数型,4.4668359215096164e+24
1.0,77252048407.45523,8432627711735.0205,1.8693419146332082,1.9004612449848333,1.8693419146332082,1.8694452493733515,单调下降,0,0,B,幂函数型,5.011872336272756e+24
1.0,81340019222.5048,8989285301770.555,1.866186815428948,1.8967708688768443,1.866186815428948,1.8662883921735012,单调下降,0,0,B,幂函数型,5.62341325190349e+24
1.0,85646091177.65117,9582319269232.969,1.863087645866078,1.893145140381301,1.863087645866078,1.863187491954061,单调下降,0,0,B,幂函数型,6.309573444801943e+24
