cN,cD,eta,Qref,C,g_form,N,D,Q,L,share_quality,tpp,regime
0.5364097125419418,0.3608029427187292,0.6017092396392358,0.6611201358770309,1e+24,filter,36300857709.92727,4011506144869.999,0.9871739900904954,1.8541563001031063,0.06662690919631456,110.50720004814004,R1 质量内点(Q0<Q*<1)
0.5385342565400602,0.3515105238480626,0.5642347391234481,0.7121882310913442,1e+19,exp,365635086.84916806,2554508067.0633545,0.9055134174363341,2.935688795685713,0.4013319643993303,6.986495987233143,R1 质量内点(Q0<Q*<1)
0.5385342565400602,0.3515105238480626,0.5642347391234481,0.7121882310913442,1e+19,power,221207674.3574594,7052918778.208069,0.7121882310913442,2.955894038110071,0.0,31.88369842364032,R0 不投质量(Q*=Q0)
0.5385342565400602,0.3515105238480626,0.5642347391234481,0.7121882310913442,1e+19,log,270181433.05763644,4276388860.574112,1.0,2.7907186519231666,0.25943425794072383,15.827841358965076,R2 质量饱和(Q*=1)
0.5385342565400602,0.3515105238480626,0.5642347391234481,0.7121882310913442,1e+19,filter,297456174.8309994,3849245170.0788026,0.8484153010001733,2.920351702116427,0.26611250118735513,12.940545518228905,R1 质量内点(Q0<Q*<1)
0.5385342565400602,0.3515105238480626,0.5642347391234481,0.7121882310913442,1e+22,exp,4855839226.384828,290353158663.6165,1.0,2.047889851397425,0.09630520337309312,59.794640046141815,R2 质量饱和(Q*=1)
0.5385342565400602,0.3515105238480626,0.5642347391234481,0.7121882310913442,1e+22,power,4913698722.300278,284022139603.4659,1.0,2.0485636294102183,0.10547672108079795,57.80210705928364,R2 质量饱和(Q*=1)
0.5385342565400602,0.3515105238480626,0.5642347391234481,0.7121882310913442,1e+22,log,4424619028.124079,345223941501.31256,1.0,2.042963891328255,0.02094358581664178,78.02342739724608,R2 质量饱和(Q*=1)
0.5385342565400602,0.3515105238480626,0.5642347391234481,0.7121882310913442,1e+22,filter,5244120918.870561,256455734975.33954,0.9639968583272913,2.0611185385144277,0.13798258439979172,48.90347475637024,R1 质量内点(Q0<Q*<1)
0.5385342565400602,0.3515105238480626,0.5642347391234481,0.7121882310913442,1e+24,exp,35148097355.77909,4374413492655.8687,1.0,1.8601063740969856,0.01450918539984926,124.45662274053713,R2 质量饱和(Q*=1)
0.5385342565400602,0.3515105238480626,0.5642347391234481,0.7121882310913442,1e+24,power,35217649289.435844,4358348192454.77,1.0,1.8601535985191417,0.016185508542058104,123.75465939352554,R2 质量饱和(Q*=1)
0.5385342565400602,0.3515105238480626,0.5642347391234481,0.7121882310913442,1e+24,log,34666242039.43655,4488261614232.994,1.0,1.8597804630757249,0.002722878716824756,129.47067089438534,R2 质量饱和(Q*=1)
0.5385342565400602,0.3515105238480626,0.5642347391234481,0.7121882310913442,1e+24,filter,37475675876.49767,3910809152887.1816,0.9863890133955041,1.863306318566253,0.060607638062188045,104.35593385361167,R1 质量内点(Q0<Q*<1)
0.5839948069908384,0.368626209737585,0.5432301766367168,0.7121209535530845,1e+19,exp,401451597.36703694,2065439474.0575893,0.9498289865523094,2.923299149164709,0.4685326482626944,5.14492777611048,R1 质量内点(Q0<Q*<1)
0.5839948069908384,0.368626209737585,0.5432301766367168,0.7121209535530845,1e+19,power,471435081.17403024,1484587936.9602568,1.0,2.9406804464067147,0.5514005345134713,3.1490824426199655,R2 质量饱和(Q*=1)
0.5839948069908384,0.368626209737585,0.5432301766367168,0.7121209535530845,1e+19,log,264996724.80050555,4337726066.060021,1.0,2.7743146242472174,0.2632272477513161,16.36897991598025,R2 质量饱和(Q*=1)
0.5839948069908384,0.368626209737585,0.5432301766367168,0.7121209535530845,1e+19,filter,301919743.3335153,3697012714.3821435,0.8561172081164283,2.9120732234589237,0.2845597238260864,12.245018075211606,R1 质量内点(Q0<Q*<1)
