N_B,tokens_per_param,Q,dQ,dL_gain,gain_over_Nterm,N_equiv_multiplier,extra_params_B,substitutable_by_N,gain_over_Dterm,D_equiv_multiplier,substitutable_by_D
175.0,1000,0.5,0.5,0.03569478110962132,0.5098562929761254,8.143364761169332,1250.0888332046331,True,0.7726593907140725,198.18918550573724,True
175.0,1000,0.6805,0.3,0.02141686866577297,0.3503146231503341,3.5552282138354885,447.1649374212105,True,0.5076833663264747,12.557018849173307,True
1000.0,5,0.5,0.1,0.008734226239138998,0.22565099866353175,2.1215497215794388,1121.5497215794387,True,0.06985125986323538,1.2950552722299007,True
1000.0,5,0.6805,0.1,0.00873422623913922,0.258402369613113,2.4090945166466295,1409.0945166466295,True,0.07649408259254643,1.3286259497619652,True
1000.0,5,0.8,0.1,0.008734226239138998,0.285875664140276,2.691983861838084,1691.983861838084,True,0.0816344381341055,1.3553713877884745,True
1000.0,5,0.9,0.1,0.008734226239138998,0.31379195302949464,3.02696423946609,2026.96423946609,True,0.08649822037050436,1.3813155877726142,True
1000.0,5,0.5,0.3,0.026202678717417438,0.6769529959906068,27.753706514083387,26753.706514083387,True,0.2095537795897097,2.3155916614007985,True
1000.0,5,0.5,0.5,0.043671131195695434,1.1282549933176702,inf,inf,False,0.34925629931618046,4.637109155024767,True
1000.0,5,0.6805,0.3,0.026202678717417216,0.7752071088393259,80.6309644768194,79630.9644768194,True,0.2294822477776354,2.5366427933856066,True
1000.0,20,0.5,0.1,0.006798500585452283,0.17564102469060158,1.7648750758594276,764.8750758594276,True,0.08016348562433959,1.3476481298746084,True
1000.0,20,0.6805,0.1,0.006798500585452505,0.20113386269121822,1.9357003665626837,935.7003665626837,True,0.08778699628697949,1.3882964588559592,True
1000.0,20,0.8,0.1,0.006798500585452505,0.22251837962647952,2.096506646185031,1096.506646185031,True,0.0936862287183879,1.4208334037832775,True
1000.0,20,0.9,0.1,0.006798500585452283,0.24424771215813298,2.278786768133038,1278.7867681330379,True,0.09926805699393601,1.4525238073319806,True
1000.0,20,0.5,0.3,0.020395501756357293,0.5269230740718163,9.038014143791802,8038.014143791802,True,0.240490456873024,2.6703843404140044,True
1000.0,20,0.5,0.5,0.03399250292726208,0.8782051234530251,488.9880165928271,487988.0165928271,True,0.4008174281217058,6.226699518907438,True
1000.0,20,0.6805,0.3,0.020395501756357293,0.6034015880736481,15.181276425309607,14181.276425309607,True,0.2633609888609356,2.978425187545434,True
1000.0,100,0.5,0.1,0.005317945543879432,0.13739050145476492,1.5444707200884027,544.4707200884027,True,0.09841509615638942,1.447623034153119,True
1000.0,100,0.6805,0.1,0.005317945543879654,0.15733159325025975,1.6544530136798647,654.4530136798647,True,0.10777432659740264,1.5025791572534994,True
1000.0,100,0.8,0.1,0.005317945543879432,0.17405906059610143,1.754951446935895,754.9514469358951,True,0.11501669539491528,1.5469495906111272,True
1000.0,100,0.9,0.1,0.005317945543879432,0.19105625073468727,1.8656304460509139,865.6304460509139,True,0.12186939350538804,1.590488520224914,True
1000.0,100,0.5,0.3,0.01595383663163852,0.4121715043643005,4.771637980624402,3771.637980624402,True,0.29524528846917236,3.4882119348790024,True
1000.0,100,0.5,0.5,0.026589727719397382,0.6869525072738303,30.442742211921793,29442.74221192179,True,0.49207548078195124,11.232788820024473,True
1000.0,100,0.6805,0.3,0.01595383663163852,0.4719947797507661,6.542766161437501,5542.766161437501,True,0.32332297979219893,4.033185754823411,True
1000.0,1000,0.5,0.1,0.004082319225840569,0.10546777527313836,1.3879161901724062,387.9161901724062,True,0.14397464057068832,1.7420735275485202,True
1000.0,1000,0.6805,0.1,0.004082319225840569,0.12077554812437893,1.460194652806058,460.1946528060581,True,0.15766656275934526,1.8453139520015163,True
1000.0,1000,0.8,0.1,0.004082319225840347,0.13361638317657898,1.5247662880513648,524.7662880513649,True,0.16826165929661874,1.93063091947616,True
1000.0,1000,0.9,0.1,0.004082319225840347,0.14666427084588265,1.5943597330083392,594.3597330083392,True,0.1782866939297901,2.0160612649878864,True
1000.0,1000,0.5,0.3,0.012246957677521708,0.3164033258194151,3.0610993963813797,2061.09939638138,True,0.43192392171206495,7.532305902842108,True
1000.0,1000,0.5,0.5,0.020411596129202403,0.5273388763656803,9.061418532167496,8061.418532167496,True,0.7198732028534259,94.03770619004149,True
1000.0,1000,0.6805,0.3,0.012246957677521486,0.3623266443731302,3.75582148674999,2755.82148674999,True,0.47299968827802724,9.847261482416238,True
